"","age","gender","occupation","qqm","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
"160",18,"female","current student","yes",2,4,4,4,4,4,2,2,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,3,3,4,2,2,4
"161",56,"female","unemployed","no",4,4,4,2,4,3,4,2,4,4,4,4,3,4,4,4,4,5,2,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2
"162",53,"male","employed","no",3,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"163",47,"female","part-time","no",4,5,4,4,4,4,5,4,4,5,4,5,4,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,4,4,2,2,1,2,2,1
"164",21,"female","employed","no",5,2,4,4,4,3,4,5,4,4,3,3,4,3,3,4,5,5,4,4,5,5,5,5,3,4,3,3,4,3,3,4,3,2,2,3
"165",22,"female","employed","no",3,4,3,3,3,4,3,2,4,4,3,4,4,4,3,4,4,5,3,4,4,3,3,4,3,3,3,3,4,3,4,4,2,4,3,3
"166",21,"male","part-time","no",2,4,3,2,4,3,3,3,5,4,5,4,4,4,3,4,4,5,3,4,3,4,2,4,4,4,4,3,4,3,3,2,3,3,3,2
"167",21,"female","current student","no",4,5,4,5,5,5,4,3,4,5,5,4,4,5,4,4,4,5,4,3,5,5,4,4,4,5,4,4,5,4,2,2,1,2,1,1
"168",20,"female","unemployed","no",2,4,2,2,5,2,4,5,3,4,2,2,3,2,3,2,5,4,3,5,2,4,2,5,2,5,3,2,4,4,4,5,5,3,3,2
"169",30,"male","employed","no",3,4,4,3,4,2,4,3,3,4,4,3,3,4,4,3,4,4,4,4,3,4,4,5,3,4,3,4,4,4,2,3,2,2,2,3
"170",57,"female","employed","no",5,4,4,3,5,4,4,5,5,5,3,4,3,4,5,4,4,3,3,5,4,4,5,5,4,4,4,4,4,5,1,1,1,1,1,1
"171",19,"other","unemployed","no",5,5,4,4,4,5,5,5,4,3,2,5,4,2,4,4,5,4,4,5,4,4,1,4,3,4,5,3,5,4,4,3,1,2,4,2
"172",23,"female","employed","no",2,4,5,3,3,2,3,2,4,4,5,4,3,4,4,5,3,3,2,4,5,3,3,4,3,4,4,4,3,4,2,2,3,1,4,3
"173",18,"female","current student","no",4,3,4,4,4,4,5,5,4,4,4,5,4,3,4,3,4,5,4,4,3,5,4,4,4,4,3,2,4,4,3,3,2,3,2,2
"174",45,"female","part-time","no",4,2,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,3,4,2,2,2,1,3,2
"175",47,"male","employed","no",5,4,2,3,2,3,3,4,4,4,4,4,4,4,5,5,5,5,3,3,5,4,2,5,3,5,4,4,3,4,2,1,2,2,3,2
"176",22,"female","part-time","no",3,5,4,4,5,4,4,5,5,4,4,4,5,5,4,5,4,5,2,4,4,4,2,5,4,4,4,4,3,4,2,2,1,3,2,2
"177",53,"male","unemployed","no",2,5,4,4,3,2,3,5,5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2
"178",20,"female","current student","no",5,4,3,3,4,5,4,3,4,5,5,5,4,5,3,4,4,5,4,5,5,5,3,4,4,4,5,4,4,5,2,2,2,2,1,2
"179",21,"prefer not to say","searching for employment","no",2,2,1,3,3,2,2,4,4,4,5,5,4,5,4,5,4,5,3,2,4,2,1,2,3,4,2,2,4,2,5,3,4,5,3,4
"180",20,"other","current student","no",3,4,4,4,5,5,4,2,4,5,5,5,4,4,4,4,4,5,2,4,2,2,2,2,3,4,4,4,5,4,1,2,2,2,3,1
"181",19,"other","current student","no",4,5,4,5,5,5,5,2,3,5,5,5,4,4,4,5,3,5,4,4,4,4,4,3,4,3,4,4,4,4,3,3,3,3,3,2
"182",39,"female","employed","no",1,2,4,3,2,2,2,4,2,3,4,3,3,4,3,5,2,4,2,2,2,2,4,4,4,3,4,3,3,4,4,3,2,2,2,3
"183",20,"prefer not to say","current student","yes",3,4,4,4,4,5,3,2,4,4,5,5,4,4,4,5,3,5,4,4,4,4,2,4,3,3,4,3,4,4,4,4,3,4,3,3
"184",20,"female","current student","no",4,4,5,4,4,5,5,2,5,5,5,4,5,5,4,5,4,4,4,5,5,4,3,4,4,4,5,4,4,4,2,2,2,3,2,2
"185",47,"male","employed","no",3,3,4,3,1,2,2,1,3,5,5,3,3,5,3,3,4,4,3,2,4,4,2,4,3,4,3,5,3,4,3,3,3,2,3,3
"186",51,"female","employed","no",3,4,3,3,4,3,4,2,4,4,3,4,4,4,4,5,4,4,3,4,3,4,2,5,3,4,4,4,4,4,2,2,2,2,2,3
"187",47,"female","employed","no",4,5,5,5,5,5,5,2,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,5,4,4,5,5,1,2,1,1,1,1
"188",24,"female","current student","no",1,2,2,2,3,2,2,2,3,3,3,4,3,3,3,1,5,1,4,2,4,4,1,4,3,3,3,3,2,2,5,4,5,5,5,4
"189",20,"other","current student","no",3,4,2,3,4,4,4,2,3,4,4,4,4,4,2,4,4,4,3,3,4,2,3,4,3,4,4,3,3,3,4,3,4,4,2,3
"190",59,"male","employed","no",2,4,4,4,4,2,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"191",19,"male","current student","no",2,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,2,4,4,4,3,4,4,3,4,4,2,3,2,2
"192",20,"male","current student","no",5,5,3,3,4,4,5,2,3,4,4,4,4,5,4,5,4,5,5,4,2,5,5,4,4,5,5,5,3,5,2,2,1,3,1,2
"193",19,"prefer not to say","current student","no",5,4,4,3,5,5,4,3,4,5,4,5,4,4,5,5,5,5,4,4,4,4,5,2,3,4,4,4,4,4,4,3,4,2,2,3
"194",41,"female","employed","no",2,4,4,2,4,2,2,1,4,4,4,4,4,4,3,4,4,4,3,3,4,2,4,4,3,4,3,3,2,3,4,4,2,4,4,3
"195",20,"female","employed","no",3,5,5,4,4,4,5,3,4,4,4,5,4,4,4,5,4,4,3,4,5,4,4,5,4,5,4,4,3,4,1,1,2,2,2,1
"196",21,"male","current student","no",4,4,4,5,3,5,5,5,4,5,5,5,4,4,5,5,4,4,4,4,4,4,3,5,4,5,5,5,5,4,2,1,1,1,1,1
"197",20,"female","current student","no",3,3,5,3,5,3,3,4,4,3,4,4,4,4,4,4,5,5,4,4,4,4,2,4,4,3,3,3,2,4,3,4,2,5,4,3
"198",18,"male","current student","no",4,3,4,3,5,4,4,3,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,4,5,3,2,1,2,2,2
"199",22,"male","current student","no",5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,2,4,2,5,5,5,5,5,5,5,1,1,1,1,1,1
"200",16,"female","current student","no",4,5,3,3,4,4,4,2,3,5,4,3,3,5,4,4,4,4,4,4,4,5,4,4,3,3,4,3,3,4,5,4,5,5,4,4
"201",26,"male","employed","no",4,2,3,3,5,5,4,2,4,3,5,4,4,5,3,4,4,5,4,2,4,5,3,4,3,4,3,4,3,3,4,3,5,4,3,3
"202",20,"female","part-time","no",2,2,2,4,3,2,3,2,2,4,4,4,2,2,4,4,2,2,2,4,3,3,2,4,3,4,3,3,3,4,4,4,4,3,4,3
"203",20,"male","current student","no",5,4,2,3,4,5,3,2,4,4,5,4,5,4,4,5,4,5,4,3,3,5,4,5,4,5,5,3,5,5,3,1,2,2,2,1
"204",20,"female","part-time","no",4,2,1,2,3,3,3,2,3,4,3,2,3,4,2,4,4,5,4,4,4,5,4,5,3,4,4,2,3,3,4,4,4,4,2,2
"205",19,"male","unemployed","no",4,2,3,4,5,5,2,4,4,5,5,4,5,4,5,5,3,4,2,3,3,2,2,4,4,5,4,4,3,4,2,1,2,2,1,1
"206",20,"female","current student","no",4,4,4,3,4,4,3,2,4,4,4,4,4,4,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,4,2,3,2,2,2,2
"207",20,"female","current student","no",5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,4,4,5,4,4,5,4,4,4,4,5,5,2,2,2,2,2,1
"208",19,"male","current student","no",3,3,3,2,4,4,4,2,4,5,4,4,4,4,4,4,3,4,2,4,3,4,2,4,4,5,4,4,4,3,3,3,1,3,2,2
"209",19,"male","current student","no",4,4,4,4,5,5,3,2,4,4,5,4,5,5,4,4,5,5,4,5,5,3,3,4,4,4,4,5,4,4,2,2,3,2,3,1
"210",20,"female","current student","no",4,4,4,4,3,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,2,1,3,2,2,1
"211",53,"female","employed","no",3,2,3,4,4,3,4,5,4,5,4,5,4,5,5,5,5,4,5,3,4,5,5,4,5,5,5,5,4,5,1,1,1,2,1,1
"212",26,"female","part-time","no",3,3,3,3,3,4,4,4,3,5,4,4,4,4,4,5,3,5,3,3,3,4,4,4,4,5,4,4,4,5,2,1,1,3,1,1
"213",24,"female","employed","no",2,3,3,2,4,5,4,5,4,5,3,3,4,4,4,4,3,4,2,4,2,4,3,4,4,5,4,4,5,4,2,2,2,2,3,1
"214",21,"female","current student","no",2,4,2,4,2,5,3,4,4,5,3,4,3,5,3,5,2,4,1,2,1,3,1,4,3,5,4,5,5,3,4,4,1,2,3,2
"215",54,"male","employed","no",2,5,5,5,4,2,1,4,5,4,4,5,3,4,5,5,2,4,2,4,2,2,5,4,4,4,4,4,4,4,4,1,1,1,4,1
"216",20,"female","current student","no",2,5,4,3,5,5,5,2,4,5,5,3,5,5,4,5,3,5,3,5,4,4,4,4,4,4,5,5,5,5,2,1,5,3,1,3
"217",18,"female","current student","no",4,3,4,4,3,4,2,1,3,2,3,3,4,4,3,5,4,3,3,3,3,3,4,4,4,5,4,4,4,4,3,2,2,3,3,2
"218",20,"female","current student","no",2,4,4,1,4,4,4,4,2,2,4,4,4,3,4,4,4,3,4,4,4,4,4,5,2,1,4,1,1,4,2,2,2,3,2,2
"219",21,"female","current student","no",4,4,4,3,4,4,5,3,4,5,4,5,4,3,4,4,4,2,5,4,3,4,5,4,5,4,4,4,4,5,3,4,3,3,3,2
"220",20,"female","current student","no",5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,2,2,2,4,1,2,3,4,5,1,1,3
"221",20,"male","current student","no",3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,2,2,1,1,3,2
"222",18,"male","unemployed","no",4,4,4,4,3,5,5,4,4,5,5,4,5,4,4,5,5,5,4,5,4,5,4,4,4,5,4,4,4,4,2,3,2,4,1,2
"223",19,"female","current student","yes",4,5,2,2,5,5,5,2,5,4,5,5,5,4,5,5,5,4,4,2,4,5,4,5,5,5,5,5,5,5,1,2,1,1,2,1
"224",19,"male","current student","no",3,2,4,4,4,3,3,3,5,5,4,4,4,5,4,4,4,5,2,4,2,4,2,5,4,4,4,4,4,4,1,2,1,1,1,2
"225",21,"female","current student","no",2,3,4,4,3,4,2,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,2,2,2,3
"226",19,"female","current student","no",5,5,4,5,4,5,5,4,4,5,4,5,4,5,5,5,4,5,2,5,4,4,4,5,4,5,4,4,4,5,2,2,1,2,1,1
"227",20,"male","current student","no",4,4,3,4,4,4,5,3,4,4,5,4,3,4,4,4,4,5,4,4,4,4,2,5,4,5,3,3,4,4,3,2,1,2,2,2
"228",18,"female","current student","no",2,2,2,2,4,2,4,4,2,2,3,1,2,1,1,2,1,4,2,2,3,3,4,4,2,3,1,2,3,2,4,5,4,4,4,2
"229",24,"female","current student","yes",4,4,5,4,4,3,4,5,4,3,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,2,4,5,2,2,2,2,2,2
"230",25,"female","employed","no",2,2,4,3,4,3,2,4,2,2,2,5,1,1,4,4,3,3,3,4,3,4,4,4,2,4,2,3,2,2,3,3,3,4,4,2
"231",50,"male","employed","no",3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,3,2
"232",19,"male","current student","no",2,3,3,3,3,3,3,4,4,4,5,4,3,3,4,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,3,2
"233",21,"female","current student","no",4,5,4,5,4,5,4,2,4,5,4,4,4,4,4,4,4,5,2,4,3,4,4,5,3,4,4,3,4,4,2,2,2,2,2,2
"234",28,"male","employed","no",3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1
"235",19,"male","employed","no",5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"236",20,"male","current student","no",5,4,4,5,3,4,4,1,3,4,5,5,5,4,4,5,4,4,2,4,4,4,2,4,4,4,4,2,3,4,2,4,4,3,2,2
"237",19,"female","current student","no",2,3,3,4,3,4,2,1,3,4,5,4,3,5,5,4,4,2,1,2,4,2,1,4,3,4,2,3,4,3,3,3,4,3,3,2
"238",22,"female","current student","no",3,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,2
"239",20,"male","part-time","no",5,5,5,5,5,3,5,4,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,4,5,4,4,4,5,3,2,1,3,2,2
"240",18,"female","current student","no",3,4,4,5,5,4,4,5,5,5,5,4,4,5,5,5,5,4,3,4,5,5,5,5,5,5,4,4,5,5,1,1,1,1,5,1
"241",75,"female","retired","no",4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,1
"242",19,"female","current student","no",3,5,4,4,4,4,4,3,5,4,5,4,5,4,4,5,4,4,4,4,4,4,3,4,4,4,4,2,4,4,2,2,2,2,2,2
"243",20,"female","current student","no",4,5,5,5,4,4,4,4,5,4,5,4,5,5,4,4,5,4,4,4,5,5,4,5,4,5,4,4,4,4,2,2,2,2,3,3
"244",23,"female","current student","yes",3,3,3,4,3,4,4,2,4,5,3,4,4,3,2,5,4,5,3,2,4,3,1,4,3,5,4,3,3,4,4,3,2,2,3,2
"245",20,"female","current student","no",5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,2,1,1,1,3,1
"246",20,"other","current student","no",3,2,3,2,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,5,4,4,4,5,2,2
"247",20,"male","current student","no",4,4,2,3,4,3,5,3,5,5,5,5,4,5,5,5,5,5,5,4,4,5,3,3,4,5,4,4,4,4,2,2,2,3,2,2
"248",21,"female","current student","yes",4,4,5,4,4,4,3,2,4,5,5,5,4,4,3,4,4,4,4,4,5,4,4,4,2,4,3,3,3,4,3,3,4,3,3,3
"249",20,"male","current student","no",4,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5,4,5,5,4,5,5,5,4,4,5,4,4,2,1,1,1,2,2
"250",20,"female","current student","no",3,5,5,5,4,5,4,1,4,5,4,4,5,4,4,4,4,4,4,5,1,4,4,4,4,5,5,4,5,5,4,5,5,4,5,2
"251",20,"male","current student","no",3,4,3,3,3,5,3,2,4,4,5,4,2,5,3,4,4,4,4,4,2,4,2,3,3,4,4,4,4,4,3,3,3,3,4,2
"252",20,"female","current student","no",1,5,4,2,4,4,3,1,4,4,5,5,4,4,3,4,4,4,3,4,4,4,2,4,3,4,4,4,4,4,4,3,3,4,2,3
"253",21,"male","current student","no",4,4,2,2,4,4,3,2,4,4,4,3,5,4,5,3,5,5,5,3,4,5,3,4,4,5,2,2,3,2,4,2,3,2,3,2
"254",21,"other","current student","no",3,4,5,5,5,5,4,2,5,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,4,5,4,4,4,4,4,3,3,4,3,3
"255",23,"female","employed","no",3,3,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,4,2,3
"256",22,"prefer not to say","employed","no",1,5,3,4,4,3,3,5,4,5,5,4,4,3,3,5,4,5,1,1,5,4,3,4,4,4,4,3,3,4,4,3,3,4,3,1
"257",53,"female","employed","no",3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,4,2,2,2,2,2,2
"258",54,"male","employed","no",2,4,3,3,4,3,3,4,5,5,4,4,4,4,4,5,3,4,2,3,3,3,4,4,3,4,4,4,4,4,2,1,2,2,2,2
"259",19,"female","employed","no",2,4,4,4,4,4,4,5,5,5,5,4,4,4,3,5,4,5,4,5,4,4,4,4,4,5,4,4,4,4,1,2,1,2,1,1
"260",51,"female","employed","no",3,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"261",20,"female","current student","no",4,5,4,4,5,5,3,3,4,5,5,5,4,4,4,4,3,5,4,3,4,5,2,4,3,4,4,4,4,4,3,3,2,2,3,1
"262",20,"female","employed","no",3,4,4,4,4,3,4,3,4,5,4,4,4,4,5,5,5,4,4,2,4,4,4,4,4,4,3,4,3,4,1,1,2,2,2,2
"263",22,"female","employed","no",3,2,1,1,4,1,2,4,3,3,1,2,1,3,2,4,5,5,2,1,1,5,3,4,3,4,4,2,5,2,5,3,5,5,3,5
"264",21,"female","current student","no",2,4,4,3,2,2,2,4,2,4,3,3,2,3,3,3,2,4,3,4,4,2,2,4,2,3,3,2,3,3,2,4,3,4,4,4
"265",52,"female","employed","no",5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,1,1,1,1,1,1
"266",48,"female","employed","no",5,3,3,1,3,2,5,2,5,5,5,5,5,5,4,5,4,5,5,5,4,5,2,5,5,5,4,4,5,4,1,1,1,1,1,1
"267",19,"female","current student","no",2,2,4,3,4,4,3,2,3,2,4,3,4,4,3,3,4,4,4,4,3,4,4,4,3,3,3,3,4,3,4,4,4,4,3,2
"268",53,"female","employed","no",5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,2,1,1,1,1,2
"269",46,"female","employed","no",3,2,1,2,2,2,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,4,3,4,4,3,3,3,4,4,3,4,2,3,2,4
"270",42,"male","employed","no",5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"271",18,"male","current student","no",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,5,5,5,5,1,1,1,3,1,1
"272",20,"female","current student","no",4,4,5,4,4,4,4,2,4,4,4,4,3,4,3,5,4,5,4,5,5,4,5,4,3,5,4,3,4,4,3,2,2,2,2,1
"273",19,"male","current student","no",2,5,4,4,3,2,4,5,2,4,5,3,4,3,3,4,4,4,4,5,4,4,1,4,3,4,3,4,3,4,1,3,3,1,1,3
"274",45,"female","employed","no",4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"275",34,"female","employed","no",5,4,4,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,4,4,1,1,1,3,3,1
"276",25,"female","current student","no",3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,2,2,4,2,1,2,4,4,4,4,4,4,2,2,2,4,2,1
"277",36,"female","employed","no",3,4,4,4,4,3,3,3,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,2
"278",20,"female","current student","no",4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,5,4,4,2,2,1,3,3,2
"279",55,"female","employed","no",4,3,5,5,4,3,4,5,4,5,4,4,4,4,5,5,4,4,4,5,3,5,5,5,5,5,4,5,4,4,2,2,2,2,2,2
"280",39,"female","employed","no",2,5,4,4,4,3,3,4,4,5,4,4,3,3,3,4,4,4,3,4,4,4,4,4,3,4,4,5,4,4,1,1,1,1,2,1
"281",58,"female","part-time","no",2,2,2,2,2,2,4,2,4,4,4,2,2,5,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,3,4,3,4,2,3,2
"282",56,"female","employed","no",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"283",40,"male","employed","no",3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,3,2,2,2,2,3,4
"284",35,"female","employed","no",4,4,4,2,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,2,2,2,2,3,2
"285",38,"female","employed","no",2,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,2,4,4,5,4,5,4,4,4,5,4,4,2,2,2,2,2,2
"286",21,"female","current student","no",2,5,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,1,1,2,1,1,1
"287",22,"female","employed","no",2,4,5,4,4,5,4,3,4,5,5,5,5,5,5,5,3,5,3,4,3,3,3,4,3,4,4,4,4,3,2,2,2,2,3,2
"288",48,"female","employed","no",4,5,4,2,5,2,4,2,4,5,5,5,4,5,4,5,5,5,4,4,4,4,2,4,4,5,4,4,4,4,2,2,2,2,2,1
"289",46,"male","employed","no",4,4,4,4,4,3,4,5,5,5,5,4,5,5,5,5,4,4,4,5,3,4,4,5,4,5,5,4,5,5,2,1,1,1,2,2
"290",41,"female","employed","no",3,3,2,2,4,4,4,4,4,5,4,4,5,5,5,5,4,5,4,4,4,4,3,4,5,5,4,4,4,4,3,3,2,2,2,2
"291",51,"male","employed","no",2,4,4,4,2,3,4,4,4,4,4,4,3,2,4,1,4,5,2,4,4,2,2,2,4,4,4,4,4,4,2,2,2,2,3,2
"292",20,"female","current student","no",2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2
"293",19,"female","current student","no",4,4,4,4,4,5,5,2,3,4,3,4,4,5,5,2,3,5,2,4,3,3,2,4,3,4,2,3,2,2,5,2,5,4,4,2
"294",55,"female","employed","no",2,4,4,4,3,3,4,4,5,4,4,4,4,4,4,5,2,4,2,4,4,2,1,4,4,5,4,4,3,3,1,1,1,1,2,1
"295",20,"male","current student","no",4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,4,4,3,2,4,3,4,4,3,3,4,2,4,2,2,2,2
"296",20,"female","current student","no",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,2,5,5,5,5,5,5,5,1,1,1,1,1,1
"297",24,"female","employed","no",5,4,4,3,4,4,4,3,5,5,4,4,4,4,3,4,4,5,4,3,5,5,4,5,4,4,4,4,5,5,2,2,2,2,2,2
"298",21,"female","current student","no",5,4,5,2,2,4,5,2,4,4,4,2,4,3,3,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,2,2,2,2,2,2
"299",20,"male","employed","no",3,4,4,4,4,4,4,4,5,4,4,5,4,5,3,5,5,5,5,4,4,4,4,4,3,4,3,4,4,4,1,1,2,2,2,3
"300",21,"female","employed","no",5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"301",20,"male","employed","no",4,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,4,2,3,5,4,5,3,4,4,5,5,3,4,4,2,2,1,1,2,1
"302",19,"female","current student","no",5,4,5,4,4,4,4,4,4,5,4,4,3,4,4,3,5,5,5,3,4,4,3,4,4,4,3,4,4,5,2,2,2,3,3,2
"303",23,"male","employed","no",4,4,3,3,4,3,4,3,4,4,5,4,4,4,5,5,5,5,3,4,5,4,4,5,3,5,4,4,4,3,2,2,1,2,1,1
"304",23,"female","employed","no",5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,5,4,5,5,5,5,5,5,4,1,1,1,2,1,1
"305",21,"female","current student","no",3,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,3,5,5,5,5,5,3,5,5,5,5,5,1,1,1,1,1,1
"306",19,"male","employed","no",1,2,3,3,4,2,2,5,4,5,4,4,4,5,4,3,4,4,2,4,4,4,5,3,3,3,3,2,3,3,5,4,5,5,5,3
"307",48,"male","employed","no",2,2,3,2,4,3,2,4,4,4,4,4,4,3,4,4,4,4,2,3,2,3,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"308",19,"female","current student","no",5,4,4,4,4,4,4,5,4,4,2,5,4,4,4,5,4,5,4,4,2,2,4,2,4,5,3,4,4,4,4,1,1,5,4,1
"309",19,"female","current student","no",4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,3,2,4,3,3,2
"310",20,"female","current student","no",2,2,2,4,2,4,2,4,3,4,4,4,3,4,4,4,2,4,2,4,2,2,2,4,4,4,4,2,3,4,4,3,4,4,4,3
"311",19,"female","current student","no",2,2,3,4,4,4,4,5,4,5,5,5,5,5,5,5,2,4,2,4,2,2,2,5,4,5,4,4,4,4,2,1,1,2,3,1
"312",20,"female","part-time","yes",3,5,4,5,5,4,5,4,5,5,5,5,4,5,5,5,4,5,2,5,4,5,3,5,4,5,5,5,5,5,1,1,1,1,2,1
"313",21,"male","current student","no",3,4,4,5,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,1,1,2,1,2,2
"314",21,"female","current student","no",2,4,4,3,3,4,2,1,4,5,4,4,3,4,3,5,4,4,1,2,2,3,3,4,3,5,4,4,3,4,4,3,3,3,2,2
"315",19,"female","part-time","no",5,4,5,4,5,5,4,2,4,5,4,4,4,4,5,4,5,5,5,5,4,5,5,5,5,5,4,4,4,5,2,2,2,1,2,2
"316",42,"female","employed","no",4,4,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,2,2,2,2
"317",22,"female","searching for employment","no",2,4,4,4,3,2,3,5,4,4,4,4,3,5,4,4,4,5,3,4,4,5,4,4,3,3,2,3,3,3,4,3,3,4,3,2
"318",44,"female","employed","no",2,2,2,3,4,3,2,1,2,4,4,3,2,3,2,2,3,5,4,4,2,2,2,4,5,3,4,4,4,3,2,2,2,2,2,3
"319",21,"female","current student","no",4,4,4,4,5,4,5,2,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"320",14,"male","current student","no",4,2,5,3,1,5,3,4,4,2,4,1,4,3,4,1,4,3,2,2,3,1,4,1,2,5,4,5,4,2,3,2,1,5,5,4
